 Question,Long Answer,Short Answer,Source,Prompts,QnaId,ContextNeeded,InCourse
Crisis in personal relationships,"Crisis in personal relationships \n In secular societies, individuals face personal relationship crises (with parents, spouses, friends, coworkers, etc.) without the help of an internal dialogue with God. In these situations, negative feelings such as humiliation, pain, and indignity, along with hatred and revenge, overwhelm the child, who becomes dominant with respect to the adult.\n In these circumstances, the adult is so influenced by the negative feelings of the child that they are unable to find a solution to the crisis.\n In such a crisis, we start by consistently practising the protocols for moderating current negative affects and inducing laughter to contain the childhood's negative affects and arousal level.\n As a result, we avoid behaving and saying things in a reactive manner that can worsen the crisis.\n By practising the protocols for containing negative affects we learn patience and self-control.",,Editorial,"[{""DisplayOrder"":1,""QnaId"":373,""DisplayText"":""Exercise 25""}]",372,FALSE,TRUE
exercise 25,"Exercise 25 on solving personal crisis. \n After the child's arousal level is reduced and we continue to practice the protocol for modulating negative effects, using laughter, we ask the Child the following:\n How can you see the crisis as a way of becoming stronger? (hahaha)\n How can you interpret the crisis as a way of reaching your high goal? (hahaha)\n Has the internal persecutor been projecting onto others again? \n The Adult also asks the following questions to themselves:\n What is the similarity between this crisis and the ones I have faced before? \n How is it similar to the family crisis I experienced as a child? \n Aren't the other person's positive attributes greater than their negative ones? \n How would a mature person interpret the crisis in comparison to my child? \n Can I see it from the perspective of someone else? Can I put myself in their place and understand their effects? \n Given my new inner working model can I find a way to calm the people involved in the crisis so we can find a better solution for it? \n If not, can I respectfully maintain my distance and end the argument?",,Editorial,"[{""DisplayOrder"":1,""QnaId"":374,""DisplayText"":""the myriad of external influences on us""}]",373,FALSE,TRUE
myriad of external influences on us ,"There are many external factors that influence us, such as the media and market economy, which unconsciously control and manipulate us into becoming consumers or subservient citizens. Our early attachment styles with our primary caregivers also play a significant role in how we interpret the world and take action. Unfortunately, the media and entertainment industry promote unhealthy ideas about women as mere sex objects, which men are supposed to crave. We often believe that we are free to make our own choices, but in reality, we are heavily influenced by these messages that create artificial needs in us and serve the super-profit making system. It's no surprise that most mental illnesses now arise from the pressure of trying to keep up with these fake needs. The planet is also in a dire state, and if we continue to let this profit-seeking system have its way, we may be headed towards disaster for all life on Earth",,,"[{""DisplayOrder"":1,""QnaId"":375,""DisplayText"":""Exercise 26""}]",374,FALSE,TRUE
exercise 26,"Exercise 26 is the last exercise. It is on discovering your true, free and sovereign self in this age of emergency. Our Adult asks our Child if it makes any sense to be sub-servient  to the super-profit making system. \n Ask questions like: Do I really need all these ""desired products, objects and services"" following the myriad of societal pressures on me? \n Does it make sense to crave for a materialistic lifestyle when life is under the impending threat of destruction? \n Do we want to continue to play this zero-sum materialistic game or do we want to follow our noble goals in tackling our existential problems.? \n Can we save the planet through a global social contract based on universal compassion?",,,[],375,FALSE,TRUE
hello,"Hello and welcome to the Self-Attachment Technique (SAT) course! The twenty six SAT exercises are designed to be well-integrated into eight lessons. By the end of the course, you will be able to apply these exercises confidently in your life, which can help you nurture positive emotions, and develop positive behavioural patterns.\n You can begin a lesson by saying ""lesson X"", where X is from 1 to 8. \n You can practise an exercise by saying ""exercise X"", where X is a number from 1 to 26. \n You can ask questions related to the course by saying a full question such as  ""What is attachment theory?""  or just the keyword such as ""attachment theory"".\n There is an opportunity to provide feedback at the end of each lesson, but you can also give feedback at any time by saying ""feedback"".",,Editorial,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":2,""DisplayText"":""What is attachment""}]",376,FALSE,FALSE
Let's get started,"Hello and welcome to the Self-Attachment Technique (SAT) course! The twenty six SAT exercises are designed to be well-integrated into eight lessons. By the end of the course, you will be able to apply these exercises confidently in your life, which can help you nurture positive emotions, and develop positive behavioural patterns.\n You can begin a lesson by saying ""lesson X"", where X is from 1 to 8. \n You can practise an exercise by saying ""exercise X"", where X is a number from 1 to 26. \n You can ask questions related to the course by saying a full question such as  ""What is attachment theory?""  or just the keyword such as ""attachment theory"".\n There is an opportunity to provide feedback at the end of each lesson, but you can also give feedback at any time by saying ""feedback"".",,Editorial,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":2,""DisplayText"":""What is attachment""}]",376,FALSE,FALSE
exercise 2,Exercise 2 is on embracing and comforting the child. The exercise consists of 2 subexercises: 2a with our happy photo or avatar and 2b with our unhappy photo or avatar. ,,Editorial,"[{""DisplayOrder"":1,""QnaId"":309,""DisplayText"":""Exercise 2a""},{""DisplayOrder"":2,""QnaId"":310,""DisplayText"":""Exercise 2b""}]",378,FALSE,TRUE
exercise 7,Exercise 7 is on maintaining a loving relationship with the Child and creating zest for life. The exercise consists of 2 subexercises: 7a on maintaining a loving relationship with the Child and 7b on creating a zest for life. ,,Editorial,"[{""DisplayOrder"":1,""QnaId"":326,""DisplayText"":""Exercise 7a""},{""DisplayOrder"":2,""QnaId"":327,""DisplayText"":""Exercise 7b""}]",379,FALSE,TRUE
What are the attachment styles?,"There are 4 styles of attachment for both adults and infants. \n The four styles of attachment in adults are: secure, anxious-preoccupied, dismissive-avoidant and fearful-avoidant. \n These roughly correspond to the 4 attachment styles in infants: secure, anxious or ambivalent, avoidant and disorganized attachment. ","There are 4 attachment styles in infants: secure, anxious or ambivalent, avoidant, and disorganized attachment. ",,"[{""DisplayOrder"":1,""QnaId"":5,""DisplayText"":""Attachment Style in Adults""},{""DisplayOrder"":14,""QnaId"":401,""DisplayText"":""Attachment Styles in Infants""}]",400,FALSE,FALSE
What is attachment behaviour?,"Attachment behaviour, not to be confused with attachment style, refers to the set of actions and behaviors displayed by individuals, particularly young children, in order to seek proximity, comfort, and security from their primary caregiver or attachment figure. These behaviours can include seeking physical closeness, crying, clinging, following, and showing distress when separated from the caregiver. Attachment behaviour is driven by the innate need for safety, protection, and emotional support from the attachment figure. It serves to establish and maintain a secure attachment bond between the child and caregiver, promoting feelings of security and well-being.","Attachment behaviour, not to be confused with attachment style, is the actions individuals, especially children, take to seek closeness, comfort, and security from their primary caregiver. It includes behaviors like seeking proximity, crying, and showing distress upon separation. ",,"[{""DisplayOrder"":1,""QnaId"":2,""DisplayText"":""What is Attachment""},{""DisplayOrder"":2,""QnaId"":3,""DisplayText"":""Attachment Behaviour and Security""}]",401,FALSE,FALSE
What is secure attachment? ,Secure attachment is an attachment style in both adults and infants. ,,,"[{""DisplayOrder"":1,""QnaId"":175,""DisplayText"":""Secure Attachment in Infants""},{""DisplayOrder"":2,""QnaId"":24,""DisplayText"":""Secure attachment in Adults""}]",402,FALSE,FALSE
What is the Child?,"The Child refers to your ""childhood self"", which represents your unregulated and underdeveloped emotional circuits. You will conceptualize the Child by enacting the role of a care-seeker during the SAT course.",,,"[{""DisplayOrder"":1,""QnaId"":404,""DisplayText"":""The Adult""},{""DisplayOrder"":2,""QnaId"":180,""DisplayText"":""What is SAT""}]",403,FALSE,FALSE
What is the Adult?,"The Adult refers to your ""adult self"", which represents your logical and cognitive faculties. You will conceptualize the Adult by enacting the role of a caregiver.",,,"[{""DisplayOrder"":1,""QnaId"":403,""DisplayText"":""The Child""},{""DisplayOrder"":2,""QnaId"":180,""DisplayText"":""What is SAT""}]",404,FALSE,FALSE
What is a Google Cardboard?,"The google cardboard is a device used for those who have access to our VR application to practice the exercises. If you don't have access to this, you can imagine or use a happy and sad childhood photo in place of your avatar.",,,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":2,""DisplayText"":""What is attachment""}]",405,FALSE,FALSE
What is an avatar? ,"The avatar is relevant to those who have access to our VR application to practise the exercises. If you don't have access to this, you can imagine or use a happy and sad childhood photo in place of your avatar",,,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":2,""DisplayText"":""What is attachment""}]",406,FALSE,FALSE
default,"I am sorry, I am afraid I do not have the answer to that. \n However I can answer questions about SAT and guide you to do the SAT course. \n If there is a question that you think I should be able to answer, please include it in the feedback form. ",,,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":2,""DisplayText"":""What is attachment""}, {""DisplayOrder"":1,""QnaId"":215,""DisplayText"":""getting your feedback""}]",407,FALSE,FALSE
How do I create a bond with the Child?,"Forming a bond with the Child is the third stage of SAT. It involves doing exercises which include singing, dancing and vowing to care for the Child. Head over to lesson 2 where we start to teach the exercises to form a bond with the Child!",,,"[{""DisplayOrder"":1,""QnaId"":312,""DisplayText"":""Lesson 2""},{""DisplayOrder"":2,""QnaId"":313,""DisplayText"":""Stage 3""}]",408,FALSE,FALSE
How do I know my attachment style?,"To find out your attachment style, you can try to reflect on your childhood. \n For example, you can ask people around you how consistent your caregiver was at responding to your needs. You can also think about how your parents treated you. Were they always around, nurturing you or providing for you? Or were they withdrawn or unreliable? \n Then compare this to the attachment styles in infants and its corresponding attachment style in adults. ",,,"[{""DisplayOrder"":1,""QnaId"":400,""DisplayText"":""What are the attachment styles""}, {""DisplayOrder"":1,""QnaId"":5,""DisplayText"":""Attachment Style in Adults""},{""DisplayOrder"":14,""QnaId"":401,""DisplayText"":""Attachment Styles in Infants""}]",409,FALSE,FALSE
What is a real example of self-attachment (SAT)?," This is a real example about how self-attachment proved to be useful. \n Nick Yarris suffered sexual abuse and brain trauma at the age of 7, in Pennsylvania, USA \n After finishing only 8 years of school he turned to drugs, alcohol, and stealing cars.\n At age 20 he received a death sentence for a murder he had not committed.\n At Huntingdon Prison, he suffered torture and severe beatings.\n He practised a form of self-attachment in prison, using a photo from his teenage years and vowing to support that child to succeed in life.\n He taught himself psychology and philosophy by reading thousands of literary, psychological, and philosophical books.\n He remained in prison for 23 years until he was released in 2005 after a DNA test proved he had not committed the crime he was incarcerated for.\n His story is the most striking one that one can learn.",,,"[{""DisplayOrder"":1,""QnaId"":8,""DisplayText"":""attachment theory and crime""},{""DisplayOrder"":2,""QnaId"":23,""DisplayText"":""importance of attachment patterns""}]",410,FALSE,FALSE
How do I connect with the Child ?,"Connecting with the Child is the second stage of SAT. It involves looking at our happy and sad childhood photos and recalling memories from that time. By exploring our emotions and issues with parents and significant figures during early years, we differentiate between our Adult and our Child. ",,,"[{""DisplayOrder"":1,""QnaId"":306,""DisplayText"":""Stage 2""},{""DisplayOrder"":2,""QnaId"":308,""DisplayText"":""Exercise 1""}]",411,FALSE,FALSE
How do I reparent the Child?,"Reparenting the child is the last stage of SAT. In this fourth stage, we reparent the Child through exercises that involve processing painful childhood memories, reducing current negative emotions and creating a zest for life.In the exercises, techniques such as intentional laughter, self-massaging, singing and loosening up facial muscles are used.",,,"[{""DisplayOrder"":1,""QnaId"":330,""DisplayText"":""Lesson 4""}]",412,FALSE,FALSE
Who are you?,I am a voice-based virtual teacher design to teach self-attachment technique (SAT). You can either ask me some questions by SAT or start the SAT course. ,,,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":376,""DisplayText"":""Instructions""}]",413,FALSE,FALSE
